Name	Annotation1	Annotation2	Annotation3	Annotation4	Comment	Annotation5	ReqLevel
Ragged Saddle	Å]¬ÞÃM§L	Å]Ãè¦B­ì	74	BOSS			1
Lion's Fang	Å]Ã~»\¬ü©Ô	Å]Ãè¦B­ì	77	BOSS			1
Mini Stick	¾j°­	¤ñ¨}«°ªì­«	71	Âø³½			1
Wolf Fang Wand	³g¦Y°­	¤ñ¨}«°ªì­«	72	Âø³½			1
Devil's Advocate Fang	«C¥Ö°­	¤ñ¨}«°ªì­«	73	Âø³½			1
Evil Horn	¿W¨¤°­	¤ñ¨}«°ªì­«	74	Âø³½			1
Frog's Fan	¯Q¾~¤Ñª¯	¤ñ¨}«°ªì­«	71	Âø³½			1
Raven Mouth	³±­·¯Q	¤ñ¨}«°ªì­«	72	Âø³½			1
Red Dye	¬õ³Ê©Ç	¤ñ¨}«°ªì­«	73	Âø³½			1
Mini Wooden Sword	¦Ë³Ê©Ç	¤ñ¨}«°ªì­«	74	Âø³½			1
Small Slides	ÅK¤õ³Ê©Ç	¤ñ¨}«°ªì­«	83	BOSS			1
Fire Hand	Áx¤p°­	¤ñ¨}«°ªì­«	83	BOSS			1
Knife	°­±C±C	¤ñ¨}«°¤G­«	76	Âø³½			1
Bizarre Paper Box	·Ù±C±C	¤ñ¨}«°¤G­«	77	Âø³½			1
Old Man's Wig	Âù¤M±C±C	¤ñ¨}«°¤G­«	78	Âø³½			1
Pig Killing Dagger	±O¤Ò±C±C	¤ñ¨}«°¤G­«	79	Âø³½			1
Cool Moon Wood	¬\¸­³Ê©Ç	¤ñ¨}«°¤G­«	76	Âø³½			1
Iron Board	¿û¦ç³Ê©Ç	¤ñ¨}«°¤G­«	77	Âø³½			1
Wonder Leaf	­D­D»©	¤ñ¨}«°¤G­«	78	Âø³½			1
Mighty Racoon's Fur	¨ëç³»©	¤ñ¨}«°¤G­«	79	Âø³½			1
Racoon's Tail	ªê²´»©	¤ñ¨}«°¤G­«	88	BOSS			1
Bloody Fabric	¦Y¤H±C±C	¤ñ¨}«°¤G­«	88	BOSS			1
Steel Teeth	¿û¤ú»©	¤ñ¨}«°¤Ñ¦u»Õ	81	Âø³½			1
Bear Eyeglasses	»´ÃP»©	¤ñ¨}«°¤Ñ¦u»Õ	82	Âø³½			1
Blacken Nail	°­¶ï«Cóç	¤ñ¨}«°¤Ñ¦u»Õ	83	Âø³½			1
Faded Skin	§]¤ë¸V	¤ñ¨}«°¤Ñ¦u»Õ	84	Âø³½			1
Ancient Oriental Armor	ªZ»î	¤ñ¨}«°¤Ñ¦u»Õ	81	Âø³½			1
Rusted Sword	¬õ¹p¾Ô»î	¤ñ¨}«°¤Ñ¦u»Õ	82	Âø³½			1
Oriental Armor	ª÷²¯´c»î	¤ñ¨}«°¤Ñ¦u»Õ	83	Âø³½			1
Asura Mask	¥Í»îñZ¥Ò	¤ñ¨}«°¤Ñ¦u»Õ	84	Âø³½			1
Faded Belt	¦Ê±Ù±N­x	¤ñ¨}«°¤Ñ¦u»Õ	93	BOSS			1
Brilliant Neckerchief	³àªù³±øl	¤ñ¨}«°¤Ñ¦u»Õ	93	BOSS			1
Medicine Vase	Â_´x©Ç	¦B´¹¬}¸]B1	70	Âø³½			1
Oriental Pottery	Á_¸ÉÂ_´x©Ç	¦B´¹¬}¸]B1	71	Âø³½			1
Grotesque Juice	ªÏÂ÷´Ý´x©Ç	¦B´¹¬}¸]B1	72	Âø³½			1
Control Line	³ÈÀw«½«½	¦B´¹¬}¸]B1	70	Âø³½			1
Mind Control	ªþ¨­§¯°¸	¦B´¹¬}¸]B1	71	Âø³½			1
Broken Board	¿}¦ç¤ì°¸	¦B´¹¬}¸]B1	72	Âø³½			1
Volcano Bottle	¿û¤§³ÈÀw	¦B´¹¬}¸]B1	82	BOSS			1
Open Fingered Glove	°­Åì¤â´x©Ç	¦B´¹¬}¸]B1	82	BOSS			1
Ragged Glove	¨ªÀûÂ_´x©Ç	¦B´¹¬}¸]B2	74	Âø³½			1
Antique Pipe	¿ú°­³·¤Hºë	¦B´¹¬}¸]B2	75	Âø³½			1
Broken Bloom	Å]¤Û¤k§Å	¦B´¹¬}¸]B2	76	Âø³½			1
Box Nail	§Å¬r«½«½	¦B´¹¬}¸]B2	74	Âø³½			1
Beanbags	¸o¤H«½«½	¦B´¹¬}¸]B2	75	Âø³½			1
Skull Mask	¦º¯««½«½	¦B´¹¬}¸]B2	76	Âø³½			1
Broken Needle	Ãg§Ù«½«½	¦B´¹¬}¸]B2	86	BOSS			1
Tomato Juice	§l¦å«½«½	¦B´¹¬}¸]B3	78	Âø³½			1
Snow Woman's Hair Accessory	·Ï®ü³·¤k	¦B´¹¬}¸]B3	79	Âø³½			1
Voodoo Letter Knife	«Õ­ß±Ð¤h	¦B´¹¬}¸]B3	80	Âø³½			1
Polar Cigarette	¨¸´c³·¤H©Ç	¦B´¹¬}¸]B3	78	Âø³½			1
Ice Chunk	´_¤³³·¤H	¦B´¹¬}¸]B3	79	Âø³½			1
Beer Mug	³·»îºë©Ç	¦B´¹¬}¸]B3	80	Âø³½			1
Snow Dog Doll	Ãa¤ß³·¤H©Ç	¦B´¹¬}¸]B3	89	BOSS			1
Frozen Air	³·¤k	¦B´¹¬}¸]B4	82	Âø³½			1
Cherry Kimono	Äå¶ï³·¤k	¦B´¹¬}¸]B4	83	Âø³½			1
Black Maple	ªì¸­³·¤k	¦B´¹¬}¸]B4	84	Âø³½			1
Rusted Knife	°­¾y­×¤h	¦B´¹¬}¸]B4	82	Âø³½			1
Evil Cross	¶Â·t­×¤h	¦B´¹¬}¸]B4	83	Âø³½			1
Pear	¥ÍÆF­×¤h	¦B´¹¬}¸]B4	84	Âø³½			1
Ragged Culotte	¦º¦D±Ð¤h	¦B´¹¬}¸]B4	93	BOSS			1
Snow Flower Can	³±­·º×¤k	¦B´¹¬}¸]B4	93	BOSS			1
Frozen Rock	¦B¾z¥¨ÆF	¦B´¹¬}¸]B4	95	BOSS			1
10000 Gold Currency					Sell at a store for 10000 gold		1
Evil Doll	ÆF©Ç°­		50				1
Lizard Tail	»h»iÅ]		51				1
Broken Wooden Hammer	§Ö°{»h»iÅ]		52				1
Large Bell	§]¤ÑÅ]¤ü		53				1
Skull Charm	îî¬P¤k§¯		54				1
Witch's Broom	³D»î¤k§Å		55				1
Pluto Robe	Å]Ã¹±Ð¤h		56				1
Perfect Gold Coin	«ãÆFªkÂd		62				1
Platinum Stone	´_¬¡¤H¹³		63				1
Large Hand	»È­I»\¬ü©Ô		65				1
Western Sunglasses	¼Z¤Ñ«½«½		67				1
Frozen Plum	Â÷»î³·¤k		68				1
Raven Mouth	³±­·¯Q		72				1
Cursed Fabric	¯uªZ»î¾Ô°­		95				1
Hero's Spirit Stone							1
8888 Ancient Currency					Sell at a store for 8888 gold		1
Fragment of Physic							1
Fragment of Wickedness							1
Fragment of Spirituality							1
Fragment of Bravery							1
Fragment of Intelligence							1
Fragment of Gale							1
Fragment of Madness							1
Fragment of Expertise							1
Fragment of Art							1
Fragment of Sainthood							1
Fragment of Violence							1
Fragment of Rapidness							1
Fragment of Speed							1
Fragment of Soul Minded							1
Fragment of Justice							1
Fragment of Ambition							1
Fragment of Bearing							1
Fragment of Aim							1
Wind Spirit Sphere							1
Lightning Spirit Sphere							1
Earth Spirit Sphere							1
Fire Spirit Sphere							1
Water Spirit Sphere							1
Earth Aura Stone					Hundred year gas mine stone, used for enhancement of Lv1-3		1
Crust Agate					Hundred year lava mine stone, used for enhancement of Lv4-6		1
Tears of Earth King					Tears of earth king, used for enhancement of Lv7-10		1
Wicked Stone					Stone created from a monsters magical power		1
Wicked Eye Agate					Eye like mineral made of a water fairys magical power		1
Devils Bloody Stone					Crystal developed from the anger of the earth king		1
Magical Power Stone					Mineral generated from the magical power of all creations		1
Soul Crystal Agate					Rare mineral generated from 100 years of magical power		1
Lotus Bead					Crystal sublimated from a spirit's magical power over 100 years		1
Heavens Stone					Mineral fallen from heaven		1
Innate Agate					Fallen mineral that has absorbed sun light		1
Eye of the Heavenly Princess					Crystal generated with gracious smile from the Heavenly Princess		1
Symbol of Wolf Clan	§¯°­¯T¤H	¼w¥j©Ô¥j³ù1F	85				1
Ragged Belt	¬r¤ö¯T¤H	¸¦®Lµµ´¹¬}(¥_)	74				1
Burnt Bandage	¯QÆF¤ì¤D¥ì	»X¹Ïª÷¦r¶ð1F	80				1
Burnt Hair Accessory							1
Fragment of Golden Mask	°­§L¤ì¤D¥ì	»X¹Ïª÷¦r¶ð2F	88				1
Fragment of Incantation	¬õ¤õ¤ì¤D¥ì	»X¹Ïª÷¦r¶ð3F	96				1
Piece of Pumpkin	¤d¦~µµ«n¥Ê	¤Ñ¤ô¤Û¹Ò(¥_)	88				1
Burnt Pumpkin	«C»î«n¥Ê½F	¤Ñ¤ô¤Û¹Ò(¥_)	82				1
Fragment of Armor							1
Ripped Band	¾ð°­½®«Í	¤Ñ¤ô¤Û¹Ò(¥_)	84				1
Sake Bottle							1
Apron	°s¨g¿ß§¯	¸¦®Lµµ´¹¬}(«n)	73				1
Piece of Chiffon	­«Àû¿ß§¯	¤Ñ¤ô¤Û¹Ò(«n)	90				1
Racoon Tail							1
Racoon Ear							1
Racoon Whiskers							1
Burnt Silk Thread							1
Burnt Armor	¤`ÆFÃM¤h	»X¹Ïª÷¦r¶ð2F	94				1
Eye Patch	­·¤bÃ^	¤Ñ¤ô¤Û¹Ò(«n)	85				1
Scythe Hilt	¤gºëÃ^	¨¸¨º¨Fºz	43				1
Yellowed Paper							1
Paper Scrap							1
Ice Hair							1
Legendary Kappa Nail	®üºëªeµ£	¤Ñ¤ô¤Û¹Ò(«n)	85				1
Burned Hair							1
Kimono Obi Band							1
Torn Lantern Paper	Å^¾y¤§¿O	¶À¬u¤§«°ªì­«	65				1
Broken Handle	¤Þ»î¿O	¶À¬u¤§«°¤G­«	70				1
Frozen Puffball							1
Frozen Flame	®üÅ]»\¬ü©Ô	¸tªÌ¤§Åq	86				1
Gorgeous Feather	¬À·äµ^§¯	¸¦®Lµµ´¹¬}(«n)	76				1
Chirping Voice	­ß¬É§¯ºë	¤Ñ¤ô¤Û¹Ò(«n)	93				1
Spider Antenna	ª÷¬Ó¬rµï	¬âÂr°g®c(«n)	60				1
Spider Stinger	§Q¾¦»jµï	¬âÂr°g®c(¥_)	67				1
Soul Urn							1
Sharp Edge							1
Iron Hand	¥j³ùÄµ½Ã	¼w¥j©Ô¥j³ù1F	87				1
Torn Suit	¥j³ùÄµ½Ã	¼w¥j©Ô¥j³ù1F	87				1
Round Hat							1
Hair Lotion	°­²´¤pµ£	¼w¥j©Ô¥j³ù1F	80				1
Fragment of Cloak	¦åµíµ£	¼w¥j©Ô¥j³ù3F	91				1
Medicine Water	·¥¥ú§¯ºë	¤Ñ¤ô¤Û¹Ò(«n)	92				1
Burned Feather							1
Ogre Hand							1
Mirror Flame							1
Pocket Knife	¦B®ð­ô¥¬ªL	¸¦®Lµµ´¹¬}(«n)	72				1
Leather Glove	¸H°©­ô¥¬ªL	¸¦®Lµµ´¹¬}(¥_)	67				1
Crystal Slime	ºÑ¥É¥vµÜ©i	¸¦®Lµµ´¹¬}(¥_)	65				1
Gelatin	¬rÅn¥vµÜ©i	¨¸¨º¨Fºz	40				1
Diaper	¯ó°­µ£	¤Ñ¤ô¤Û¹Ò(«n)	89				1
Dirty Water	¤j¥Ø°­µ£	¨¸¨º¨Fºz	56				1
Dirt Mound	¬â¤§¥Û¹³°­	¬âÂr°g®c(«n)	70				1
Freezing Feather	ÂÅ¦B¥Û¹³°­	¤Ñ¤ô¤Û¹Ò(¥_)	86				1
Bat Claw	«C¹_½¿½»	¤Ñ¤ô¤Û¹Ò(¥_)	80				1
Bat Tail	»G®ð½¿½»	¬âÂr°g®c(«n)	62				1
Eye Drop							1
Ragged Sunglasses							1
Dirt Crystal							1
Mud Clump							1
Ragged Sock	Âù¤M¾uÅ\	»X¹Ïª÷¦r¶ð1F	82				1
Ragged Glove	Å]¬P¾uÅ\	»X¹Ïª÷¦r¶ð3F	92				1
Ragged Tie							1
Ragged Hat	¯µ±K«È	¼w¥j©Ô¥j³ù3F	93				1
Work Suit							1
Bent Stick							1
Life and Death Note	Âê»î°­®t	¶À¬u¤§«°¤G­«	72				1
Ink Pad Seal							1
Semisolid Magma	¤H°Ñ©Ç	¤Ñ¤ô¤Û¹Ò(¥_)	85				1
Semisolid Stone	¦a¤ßªd¤H	¬âÂr°g®c(¥_)	70				1
Burning Coal	°­¤§²½¥q	»X¹Ïª÷¦r¶ð2F	90				1
Broken Kettle	¶A©GªÌ	¸tªÌ¤§Åq	76				1
Fly Feeler	±m¯ÍÂÎ¤H	¬âÂr°g®c(«n)	66				1
Fly Foot	¥¨ÃÇ¤H	¸¦®Lµµ´¹¬}(¥_)	75				1
Burnt Puffball	§l»î¤p§¯	¸¦®Lµµ´¹¬}(¥_)	66				1
Fairy Fire Ball	°­¦ÕºëÆF	¥Ã¯v¯îºz	70				1
Bamboo Stick							1
Rotten Straw							1
Soul of Wicked Sword	ÃT°©Å]¤M	»X¹Ïª÷¦r¶ð1F	86				1
Bloody Grudge	µë¾¦¤M°­	»X¹Ïª÷¦r¶ð1F	89				1
Button	°­­L«½«½	¤Ñ¤ô¤Û¹Ò(¥_)	87				1
Ragged Toy	´c©GÅ]°¸	¸tªÌ¤§Åq	72				1
Broken Key							1
Molding Gold Coin	¾uÅ\½c©Ç	»X¹Ïª÷¦r¶ð3F	97				1
Hard Scale Skin							1
Witch Tail	­¸¦Ð¤k§¯	¤Ñ¤ô¤Û¹Ò(«n)	91				1
Bird Feather	ÃÈ§À§Å³¾	¤Ñ¤ô¤Û¹Ò(«n)	86				1
Bird Breast Meat	µõÀû³¾§¯	¤Ñ¤ô¤Û¹Ò(«n)	88				1
Dried Bat							1
Broken Bloom							1
Ogre Dogs Fang							1
Ogre Dogs Hard Skin							1
Burning Lotus							1
Fire Hand							1
Racoon Tail							1
Wind Pouch	¸­Áô»©	¤Ñ¤ô¤Û¹Ò(«n)	87				1
Snow Flower Can							1
Children Soul	»A¬h°­¤k	¶À¬u¤§«°ªì­«	68				1
Broken Sandal	µI¤õÅ]­x	¶À¬u¤§«°¤Ñ¦u»Õ	92				1
Faded Belt							1
Oil Paper	³±¿¼³Ê©Ç	¶À¬u¤§«°ªì­«	62				1
Small Sandal							1
Ragged Culotte							1
Cursed Red Jewel	¤Ñ·À±Ð¤h	¶À¬u¤§«°¤G­«	79				1
Lizardmans Knee Pad	ÅKÅì»h»iÅ]	¬âÂr°g®c(¥_)	75				1
Lizardmans Knee Scale	¿~­º»h»iÅ]	¬âÂr°g®c(¥_)	78				1
Poison Mud Bottle							1
Mermaid Flipper	¿ûÃE¤ô©Ç	¤Ñ¤ô¤Û¹Ò(¥_)	89				1
Broken Needle							1
Candle Remains	Åö¨g«½«½	¼w¥j©Ô¥j³ù1F	81				1
Blazing Heart							1
Rock Crumb							1
Ragged Armlet							1
Half Ring	ÅÛ²´ÅK´x©Ç	»X¹Ïª÷¦r¶ð3F	95				1
Bloody Cloth							1
Ragged Bobby Pin	±þ¥Í°­±C	¶À¬u¤§«°¤Ñ¦u»Õ	79				1
Fragment of a Scythe							1
Shattered Mask							1
Frozen Iceberg	¤g¬Ó¥¨¤H	¬âÂr°g®c(¥_)	80				1
Flaming Fake Ear							1
Twig							1
Evil Crystal							1
Rotten Smell Bottle	©t°­³±­x	»X¹Ïª÷¦r¶ð2F	93				1
Ragged Shawl	¥j¹ÓÅ]§L	»X¹Ïª÷¦r¶ð3F	95				1
Steel Claw							1
Fluffy Tail	·t¶Â·àøl	¨¸¨º¨Fºz	55				1
Ragged Saddle							1
Evil Blood	±Ñ¤`ÃM§L	¥Ã¯v¯îºz	73				1
Fade Paint	¤d¦~´Ã	»X¹Ïª÷¦r¶ð3F	97				1
Fragment of Coffin							1
Jet Black Claw							1
Faded Skin							1
Torn Towel							1
Brilliant Neckerchief							1
Broken Jess	¸­±þ°­ÆN	¶À¬u¤§«°ªì­«	77				1
Hard Scabbard	¸t¥ÒÂÎ	»X¹Ïª÷¦r¶ð1F	85				1
Crystalline Foot							1
Crystalline Whisker	µµ´³¥ÒÂÎ	»X¹Ïª÷¦r¶ð2F	88				1
Burning Foot							1
Burning Whisker	·t¦Ë¥ÒÂÎ	»X¹Ïª÷¦r¶ð3F	90				1
Crimson Shell	¯T­±¥ÒÂÎ	»X¹Ïª÷¦r¶ð3F	92				1
Clump of Magma							1
Ivy							1
Poison Apple							1
Poison Ivy							1
Withered Leaf							1
Hard Thorn	³Â·ô½µÀY	¸¦®Lµµ´¹¬}(¥_)	69				1
Rainbow Flower Petal							1
Unknown Carcass	°­¾KªáÅn	¤Ñ¤ô¤Û¹Ò(¥_)	81				1
Ragged Flame	®£©Æµe¹³	¿W¥ß¥ô°È	79				1
Peeled Ink	Å]¤fµe¹³	¿W¥ß¥ô°È	80				1
Sly Smile	ÆF²§µe¹³	¿W¥ß¥ô°È	80				1
Trail of Monster	§¯²§µe¹³	¿W¥ß¥ô°È	81				1
Piercing Eye	±I·Àµe¹³	¼w¥j©Ô¥j³ù1F	90				1
Forgotten Brush							1
Painting Bottle							1
Bun	ªøÀV¤k§¯	¶À¬u¤§«°ªì­«	82				1
Wide Mouthed Gold Metal	ñFøG­º	¶À¬u¤§«°¤G­«	82				1
Frozen Hair Style							1
Fallen Tooth							1
Millennium Ice	­Þ»îªüµâ	¶À¬u¤§«°ªì­«	75				1
Frozen Mini Gold Metal	©ñÅÛ¤k	¶À¬u¤§«°¤G­«	77				1
Frozen Drool	¦å²\«Õ»î	¶À¬u¤§«°¤Ñ¦u»Õ	80				1
Acardiac Fang	§l¦å¾Ô¤h	¼w¥j©Ô¥j³ù2F	85				1
Vampire Testament	§¯Ã~¾Ô¤h	¼w¥j©Ô¥j³ù1F	83				1
Blood Bottle							1
Broken Fang	­ì©l¾Ô¤h	»X¹Ïª÷¦r¶ð2F	87				1
Burning Testament							1
Blazing Blood Bottle	¦åÂß¾Ô¤h	¼w¥j©Ô¥j³ù2F	89				1
Burning Tomato	¥¨¤ú¾Ô¤h	¼w¥j©Ô¥j³ù3F	96				1
Meow Nail	¥Õ©]¿ß¤k	¼w¥j©Ô¥j³ù1F	88				1
Toe Socks							1
Meow Fur Ball							1
Meow Doll	¾¥©]¿ß¤k	»X¹Ïª÷¦r¶ð2F	95				1
Fake Mouse	Øp®±¿ß¤k	¼w¥j©Ô¥j³ù1F	84				1
Metal Nail Pouch							1
Meow Eye Patch	¦w®§¿ß¤k	¼w¥j©Ô¥j³ù1F	86				1
Rusted Sword Hilt	°­¤M¨¬»´	¨¸¨º¨Fºz	60				1
Rusted Wword	¼F¤M¤@°­	¶À¬u¤§«°ªì­«	66				1
Warrant							1
Fragment of Shoulder Armor							1
Fragment of Forearm Protector	«C»É±Ñ­x	¶À¬u¤§«°ªì­«	71				1
Chain	¨¸Áô´Ý§L	¶À¬u¤§«°¤G­«	88				1
Hilt	¶Â­m­x»î	¶À¬u¤§«°¤Ñ¦u»Õ	90				1
Control Line							1
Manipulative Mind							1
Broken Board							1
Burned Wood							1
Volcano Bottle							1
Burnt Oil	ªi¥ß¸ô¿}°¸	¸¦®Lµµ´¹¬}(¥_)	70				1
Burning Oil Bottle							1
Coal	Ã¹«b	¶À¬u¤§«°ªì­«	80				1
Torn Leggings	°®©[Ã¹«b	¶À¬u¤§«°¤G­«	92				1
Evil Mind	­¸¤ÑÃ¹«b	¶À¬u¤§«°¤Ñ¦u»Õ	87				1
Floating System							1
Injection System							1
Syringe	¨¸¹DÃ¹«b	¶À¬u¤§«°¤G­«	87				1
Cavity							1
Horseshoe	Ã~ÆF¤H°¨	¸tªÌ¤§Åq	82				1
Horseshoe Metal	¨gÆF¤H°¨	¸tªÌ¤§Åq	81				1
Frozen Rifle	¼É¾Ô¤H°¨	¤Ñ¤ô¤Û¹Ò(¥_)	88				1
Burning Rifle	®ü¾y¤H°¨	¸¦®Lµµ´¹¬}(«n)	83				1
Burnt Horseshoe	ªZ°«¤H°¨	»X¹Ïª÷¦r¶ð3F	97				1
Blazing Puffball							1
Burning Horse Tail	¯}­x¤H°¨	¶À¬u¤§«°¤Ñ¦u»Õ	93				1
Skull Crown							1
Wicked Bottle	Å]°©§¯¤ý	¸¦®Lµµ´¹¬}(¥_)	80				1
Appointment Letter							1
Black Sea Mud							1
Fragment of Aladdin Lamp							1
Cataclysmic Scroll							1
Thunder Bottle							1
Soul of Wind	¯«¤§¼Ä«Ò´µ	¤Ñ¤ô¤Û¹Ò(¥_)	90				1
Rotten Bottle	¤Kª[¤j³D	¶À¬u¤§«°ªì­«	89				1
Mushroom Ball							1
Bloodshed Amulet							1
Cachet Scroll							1
Deadmans Scroll	¦º¤`¤k¯«¡@»®©Ô	¼w¥j©Ô¥j³ù3F	99				1
Reapers Scroll							1
Brown Wreath	ª÷°Ã¨ªÀs	¨¸¨º¨Fºz	60				1
Dragon Scale							1
Ragged Mouth							1
Death Breath							1
Vampire Ghost	§l¦å¯u¯«¡@¸ÓÁô	¼w¥j©Ô¥j³ù3F	98				1
Retribution Scroll							1
Immortal Scroll							1
Power of Universe							1
Satans Wing							1
Satans Horn							1
Totems Slate	¤H­±·à¨­¹³(¯Ê)	¥Ã¯v¯îºz	85				1
Mysterious Stone	ªk¦Ñ¤ý§¤ÃM(¯Ê)	»X¹Ïª÷¦r¶ð3F	97				1
Evil Monster Hand	ª÷¦r¶ðÃ~ÆF(¯Ê)	»X¹Ïª÷¦r¶ð2F	94				1
Golden Wand							1
Gold Powder							1
Totem Stone							1
Wings Slate							1
Gloomy Plate							1
Burning Gaine							1
Hawks Beak							1
Poison Bud	¤d¦~ÆFªÛ	¸¦®Lµµ´¹¬}(¥_)	72				1
Wicked Mushrooms Poison Fang							1
Nine Goblin Spirit	§¯²´¦×ªÛ(¯Ê)	¬âÂr°g®c(¥_)	85				1
Poison Soup							1
Fragment of Wicked Mushroom	Àt´ßÂÅªÛ(¯Ê)	¤Ñ¤ô¤Û¹Ò(¥_)	88				1
Screw Nail	¾Ô¤h¥¨¤H(¯Ê)	¤Ñ¤ô¤Û¹Ò(«n)	94				1
Fabric of Armor							1
Skull Armor							1
Rusted Giant Sword							1
Rusted Belt							1
Giant Anchor							1
Pirate Hat							1
Torn Coat							1
Pipe							1
Wooden Wand							1
Broken Crossbow							1
Perforated Kettle							1
Blind Shell Grenade							1
Arctic Hat	¥¢»îÂy¤H(¯Ê)	¼w¥j©Ô¥j³ù3F	95				1
Fluffy Scarf							1
Black Feather	¶Â·t§¯ºë(¯Ê)	¸tªÌ¤§Åq	80				1
Silver Earring							1
Broken High Heeled Shoe	ªá»î§¯ºë(¯Ê)	¤Ñ¤ô¤Û¹Ò(«n)	94				1
Broken Bow	®ü¼S¤k§¯(¯Ê)	¸tªÌ¤§Åq	70				1
Fairy Horn							1
Skull Hair Accessory	¤p´cÅ](¯Ê)	¼w¥j©Ô¥j³ù2F	91				1
Magic Wand							1
Cute Diaper							1
Devils Wing							1
Worn Sock	¤p¼»¥¹(¯Ê)	¼w¥j©Ô¥j³ù3F	95				1
Crystal Screw	¼É¨«ªüªiÃ¹(¯Ê)	¤Ñ¤ô¤Û¹Ò(¥_)	90				1
Iron Slate							1
Rusted Gear	·´·À¨ÏªÌ(¯Ê)	¬âÂr°g®c(¥_)	83				1
Mini Iron							1
Mineral Ore							1
Shattered Garnet	¦B´¹¦u½Ã(¯Ê)	¸¦®Lµµ´¹¬}(¥_)	78				1
Lazuline Bead							1
Frog Bead	¨F·×¦u½Ã(¯Ê)	¥Ã¯v¯îºz	86				1
Sacred Armlet							1
Devil Stone							1
Bomb Expert Book¢º	¥øÃZ¬µ¼u(¯Ê)	¸¦®Lµµ´¹¬}(«n)	80				1
Magma Powder	¥øÃZ´±¦º¶¤(¯Ê)	¸tªÌ¤§Åq	83				1
Wicked Herb	§¯¬Ü¥øÃZ(¯Ê)	¸tªÌ¤§Åq	74				1
Frail Shrimper							1
Carrot Web							1
Ceramic Teapot	¥j³ùºÞ®a(¯Ê)	¼w¥j©Ô¥j³ù1F	91				1
Bowtie	¶Õ§Q¹²¤H(¯Ê)	¼w¥j©Ô¥j³ù2F	86				1
Pearl Button	¨¸´cºÞ®a(¯Ê)	¼w¥j©Ô¥j³ù2F	88				1
Black Rimmed Glasses	±þ¤HºÞ®a(¯Ê)	¼w¥j©Ô¥j³ù2F	94				1
Torn Glove	Á¼¤§ºÞ®a(¯Ê)	¼w¥j©Ô¥j³ù3F	96				1
Long Sock	§l¦å¤k¹²(¯Ê)	¼w¥j©Ô¥j³ù2F	93				1
Wooden Bobby-Pin	§¯¾Å¤k¹²(¯Ê)	¼w¥j©Ô¥j³ù2F	91				1
Black Chiffon Pants							1
Gorgeous Bloom	ºÆ¨g¤k¹²(¯Ê)	¼w¥j©Ô¥j³ù3F	96				1
White Handkerchief	¤Ä»î¤k¹²(¯Ê)	¼w¥j©Ô¥j³ù3F	94				1
Rose Petal							1
Day Umbrella Handle							1
Ragged Dance Shoes							1
Amber Pin							1
Jewel Box							1
Pebbly Hand	¨FÂÎ(¯Ê)	¨¸¨º¨Fºz	40				1
Hard Tooth	¤Æ¤H±þÂÎ(¯Ê)	¬âÂr°g®c(«n)	60				1
Purple Seashell	ª÷½÷¨FÂÎ(¯Ê)	¥Ã¯v¯îºz	65				1
Juniper Fruit	¾j»®¨FÂÎ(¯Ê)	¬âÂr°g®c(«n)	75				1
Fish Bone Ear Ring							1
Spiky Ball	¥P¤H´x©Ç(¯Ê)	¬âÂr°g®c(«n)	71				1
Dried Fruit	«è»î¥P¤H´x(¯Ê)	¬âÂr°g®c(¥_)	74				1
Ragged Cowl	¬\º`¥P¤H´x(¯Ê)	¥Ã¯v¯îºz	78				1
Cacti Root	¤r®ð¥P¤H´x(¯Ê)	¥Ã¯v¯îºz	80				1
Fluffy Fruit	¥P¤H´x¨ë°­(¯Ê)	¨¸¨º¨Fºz	60				1
Skull Dragon Claw	¥Õ°©¥¨Às(¯Ê)	¨¸¨º¨Fºz	55				1
Green Dragon Scale							1
Great Dragon Sword Hilt	¨ª§ü¥¨Às(¯Ê)	¨¸¨º¨Fºz	55				1
Shaft Feather							1
Crystal Ear Ring	¦uÆF¤öÀs(¯Ê)	¬âÂr°g®c(¥_)	85				1
Malachite Ore Badge							1
Onyx Feather							1
Giant Bird Beak							1
Maple Shotgun							1
Invalid Bait							1
Golden Blue Stone Hilt	¨©´µ¯S¤k¯«(¯Ê)	»X¹Ïª÷¦r¶ð1F	99				1
Cats Eye Collar	§¯¿ß¤k¤ý(¯Ê)	¬âÂr°g®c(«n)	75				1
Iron Rivet							1
Mouse Tail	¸o´c¤k¤ý(¯Ê)	¥Ã¯v¯îºz	86				1
Sandy Cats Claw							1
Silent Doll	¨µ®·¤£­Ë¯Î(¯Ê)	¶À¬u¤§«°ªì­«	85				1
Faded Red Paint							1
Snowball Mask							1
Half Broken Sandal							1
Giant Whisker							1
Broken Booze Bottle	­¸ÀY  (¯Ê)	¶À¬u¤§«°ªì­«	88				1
Skull	­¸¤Ñ°­­º(¯Ê)	¶À¬u¤§«°¤Ñ¦u»Õ	94				1
Huge Eye							1
Black Crystal	¾uÅ\°­ÀY(¯Ê)	¨¸¨º¨Fºz	58				1
Messy Hair							1
Evil Horn	¯ë­Y(¯Ê)	¶À¬u¤§«°ªì­«	88				1
Fragment of Armor							1
Monks Wing							1
Grey Fang	¥Õ¯ë­Y(¯Ê)	¶À¬u¤§«°¤Ñ¦u»Õ	93				1
Shattered Gold	°­¯ë­Y(¯Ê)	¶À¬u¤§«°¤G­«	91				1
Fragment of Bronze							1
